transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
663,8/19/2022,3246.73,transfer,Miboo,transportation,checking,Vila Moreira,EUR,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
664,8/8/2022,5731.93,deposit,Yacero,utilities,checking,Rijau,NGN,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
665,8/17/2022,8195.63,deposit,Jabbercube,utilities,checking,Kitamilo,UGX,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
666,8/22/2022,7795.34,deposit,Eayo,groceries,savings,Petropavlovsk,KZT,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
667,8/24/2022,8962.29,deposit,Bluejam,entertainment,savings,Jastrzębia,PLN,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
668,8/20/2022,8876.24,deposit,Linklinks,groceries,savings,Villa Aglipay,PHP,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
669,8/30/2022,7241.87,withdrawal,Youtags,groceries,credit card,Las Flores,MXN,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
670,8/17/2022,6666.73,withdrawal,Pixonyx,entertainment,savings,Třinec,CZK,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
671,8/12/2022,9372.79,transfer,Minyx,entertainment,savings,Napuro,PHP,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
672,8/14/2022,6076.76,withdrawal,Wikivu,transportation,checking,Quezon,PHP,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
673,8/9/2022,5958.47,deposit,Yambee,entertainment,credit card,Martanesh,ALL,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
674,8/8/2022,6697.46,deposit,Buzzster,groceries,checking,Rulong,CNY,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo
675,8/2/2022,8496.8,withdrawal,Gabvine,entertainment,checking,Skaryszew,PLN,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
676,8/9/2022,4346.49,transfer,Gevee,utilities,checking,Murzuq,LYD,sagittis sapien cum sociis natoque penatibus et magnis dis parturient
677,8/23/2022,5983.43,withdrawal,Skiptube,utilities,savings,Sinamar,PHP,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
678,8/25/2022,8658.49,transfer,Yoveo,entertainment,credit card,Cañas,CRC,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
679,8/16/2022,1914.26,withdrawal,Kwilith,groceries,credit card,Lumby,CAD,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at
680,8/1/2022,7166.83,withdrawal,Yambee,transportation,credit card,Cigaluh,IDR,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
681,8/21/2022,251.94,withdrawal,Skalith,transportation,savings,Acevedo,COP,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
682,8/7/2022,8556.46,transfer,Eazzy,utilities,credit card,Beigang,CNY,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
683,8/30/2022,8979.07,transfer,Demizz,utilities,savings,Perpignan,EUR,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
684,8/29/2022,5245.44,transfer,Innotype,utilities,credit card,Viana do Alentejo,EUR,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
685,8/4/2022,1287.45,deposit,Jaxspan,groceries,checking,Sundsvall,SEK,id ligula suspendisse ornare consequat lectus in est risus auctor sed
686,8/15/2022,3351.12,transfer,Kazu,transportation,credit card,Meicheng,CNY,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in
687,8/14/2022,7295.38,deposit,Blogtag,entertainment,savings,Fulin,CNY,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
688,8/3/2022,6995.24,transfer,Skibox,utilities,savings,Mauá,BRL,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
689,8/2/2022,2986.69,transfer,Bluejam,transportation,credit card,Bielice,PLN,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
690,8/10/2022,5517.24,withdrawal,Voolia,groceries,checking,Sanchahe,CNY,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
691,8/1/2022,162.06,transfer,Topicstorm,groceries,savings,Taremskoye,RUB,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor
692,8/26/2022,676.83,deposit,Snaptags,transportation,credit card,Canguçu,BRL,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum
693,8/6/2022,8083.33,deposit,Zoomlounge,utilities,credit card,Cerro Blanco,HNL,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
694,8/8/2022,2629.67,deposit,Wordtune,transportation,checking,Hamilton,BMD,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
695,8/6/2022,5953.99,withdrawal,Realblab,entertainment,credit card,Xylaganí,EUR,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
696,8/9/2022,3432.82,deposit,Skyba,utilities,credit card,Hamonggolele,IDR,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
697,8/28/2022,3559.06,transfer,Oyoloo,entertainment,credit card,Chyżne,PLN,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed
698,8/7/2022,3967.87,deposit,Chatterbridge,utilities,credit card,Shaft,IRR,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
699,8/10/2022,8730.12,transfer,Skippad,entertainment,credit card,Nankāna Sāhib,PKR,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
700,8/11/2022,3562.66,transfer,Brainbox,entertainment,savings,Singkir,IDR,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
701,8/6/2022,6508.42,withdrawal,Babblestorm,entertainment,checking,Ardino,BGN,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
702,8/8/2022,1550.76,deposit,Fivebridge,groceries,checking,Quime,BOB,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
703,8/7/2022,8622.15,transfer,Cogidoo,entertainment,checking,Donan,IDR,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
704,8/17/2022,6247.84,deposit,Meevee,transportation,checking,Herálec,CZK,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
705,8/26/2022,980.35,deposit,Dynabox,utilities,credit card,Bang Nam Priao,THB,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
706,8/8/2022,5928.63,withdrawal,Tavu,utilities,credit card,Wonorejo,IDR,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
707,8/17/2022,3584.62,deposit,Jetpulse,transportation,credit card,Rungis,EUR,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
708,8/1/2022,3366.76,deposit,Fivebridge,transportation,credit card,Annan,CNY,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
709,8/17/2022,7704.43,transfer,Roomm,groceries,checking,Tobias Barreto,BRL,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
710,8/7/2022,1913.85,deposit,Kwilith,utilities,credit card,Stakhanov,UAH,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
711,8/28/2022,8029.93,withdrawal,Aivee,groceries,savings,Malahide,EUR,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
712,8/2/2022,7314.01,transfer,Wordify,transportation,checking,Al Fukhkhārī,ILS,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
713,8/9/2022,283.9,transfer,Eabox,utilities,savings,Bezhta,RUB,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
714,8/4/2022,8867.44,transfer,Meedoo,entertainment,checking,Kasli,RUB,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
715,8/7/2022,4579.31,withdrawal,Gigabox,transportation,checking,Guisguis,PHP,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
716,8/25/2022,2664.25,withdrawal,Voomm,groceries,credit card,Tangguhang,IDR,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
717,8/29/2022,7487.8,transfer,Voonyx,utilities,savings,Alcaldedíaz,PAB,dui proin leo odio porttitor id consequat in consequat ut nulla sed
718,8/24/2022,4450.25,deposit,Zoombeat,utilities,checking,Taman,IDR,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis
719,8/15/2022,9791.15,transfer,Dabjam,utilities,savings,Skulsk,PLN,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
720,8/3/2022,2502.71,withdrawal,Demimbu,utilities,savings,Chornyanka,UAH,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
721,8/9/2022,4620.06,deposit,Voonder,utilities,checking,Altay sumu,MNT,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
722,8/17/2022,7424.0,withdrawal,Jaxbean,groceries,credit card,Beiqiao,CNY,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed
723,8/5/2022,5299.76,deposit,Quinu,entertainment,credit card,Sigayevo,RUB,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
724,8/7/2022,6518.37,transfer,Quimm,entertainment,savings,Changlu,CNY,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
725,8/3/2022,3974.01,withdrawal,Yakidoo,transportation,checking,Yangjiapo,CNY,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
726,8/12/2022,5332.39,transfer,Skyble,groceries,checking,Tucupita,VEF,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
727,8/20/2022,3253.81,transfer,Mymm,entertainment,checking,Gorzkowice,PLN,ac neque duis bibendum morbi non quam nec dui luctus rutrum
728,8/16/2022,496.17,transfer,Eare,entertainment,credit card,Serra,BRL,mauris eget massa tempor convallis nulla neque libero convallis eget
729,8/28/2022,9539.07,deposit,Leenti,entertainment,savings,Ranisoba,IDR,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
730,8/8/2022,2454.03,transfer,Zoombeat,transportation,savings,Velas,EUR,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor
731,8/1/2022,7405.46,withdrawal,Youfeed,utilities,credit card,Ipirá,BRL,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
732,8/1/2022,8952.19,withdrawal,Shuffledrive,groceries,savings,Novosel’ye,BYR,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
733,8/7/2022,4132.69,withdrawal,Zoozzy,entertainment,checking,Sarband,TJS,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
734,8/20/2022,5724.14,transfer,Tekfly,entertainment,checking,Suva Reka,EUR,vitae ipsum aliquam non mauris morbi non lectus aliquam sit
735,8/20/2022,5451.67,withdrawal,Quinu,transportation,credit card,Jiangnan,CNY,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
736,8/21/2022,711.75,deposit,Feedmix,utilities,credit card,Krasnoye,RUB,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
737,8/3/2022,635.47,deposit,Zoomzone,utilities,credit card,Aix-en-Provence,EUR,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
738,8/11/2022,6753.91,transfer,Ailane,utilities,checking,Popovo,RUB,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
739,8/26/2022,6356.24,withdrawal,Kwimbee,utilities,checking,La Roche-sur-Yon,EUR,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
740,8/13/2022,1072.03,deposit,Vipe,utilities,checking,Gävle,SEK,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
741,8/6/2022,7536.95,transfer,Topdrive,transportation,credit card,Carapicuíba,BRL,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
742,8/11/2022,2487.39,transfer,Shuffletag,groceries,savings,Rio Bonito,BRL,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
743,8/19/2022,5512.08,withdrawal,Aibox,transportation,savings,Schiedam postbusnummers,EUR,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
744,8/18/2022,8592.76,transfer,Photobug,utilities,checking,Kibuku,UGX,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
745,8/14/2022,1859.25,deposit,Divape,transportation,checking,Ayna,PEN,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
746,8/22/2022,2982.33,deposit,Lazz,utilities,savings,Lady Frere,ZAR,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
747,8/20/2022,8256.51,withdrawal,Kimia,entertainment,savings,Shahr-e Şafā,AFN,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
748,8/7/2022,1235.03,transfer,Youbridge,groceries,checking,Kozakai-chō,JPY,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
749,8/22/2022,1776.24,deposit,Digitube,groceries,credit card,Yuqunweng,CNY,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut
750,8/8/2022,8385.24,deposit,Dabjam,transportation,savings,Glagahdowo,IDR,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
751,8/3/2022,1933.85,deposit,Jabbersphere,utilities,savings,Brits,ZAR,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus
752,8/24/2022,9604.46,deposit,Photospace,utilities,checking,Hobart,AUD,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
753,8/23/2022,4137.31,deposit,Linkbridge,transportation,savings,Mingguang,CNY,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
754,8/29/2022,2650.15,withdrawal,Skimia,transportation,savings,Kasempa,ZMW,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
755,8/9/2022,5225.5,deposit,Kimia,utilities,checking,Dzoraghbyur,AMD,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
756,8/10/2022,7600.38,deposit,Gigashots,utilities,savings,Dailing,CNY,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
757,8/12/2022,6228.6,withdrawal,Dabshots,entertainment,credit card,Longping,CNY,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
758,8/17/2022,8976.76,deposit,Twiyo,transportation,savings,Satuek,THB,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
759,8/16/2022,9938.24,withdrawal,Vidoo,entertainment,credit card,Shabel’skoye,RUB,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
760,8/5/2022,9638.01,transfer,Oloo,transportation,checking,Sagaing,MMK,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut
761,8/7/2022,71.73,transfer,Skipstorm,entertainment,checking,Guojia,CNY,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
762,8/1/2022,4164.68,deposit,Npath,groceries,credit card,Krasnotorka,UAH,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
763,8/25/2022,4962.65,deposit,Babbleblab,entertainment,credit card,Cotmon,PHP,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
764,8/21/2022,9756.22,transfer,Eire,utilities,credit card,Maralal,KES,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
765,8/2/2022,5881.77,deposit,Meevee,groceries,checking,Sasykoli,RUB,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
766,8/19/2022,6338.92,deposit,Wordtune,transportation,checking,Seattle,USD,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
767,8/21/2022,2817.09,deposit,Agimba,groceries,credit card,Zhenjiang,CNY,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
768,8/19/2022,2234.43,transfer,Thoughtworks,utilities,credit card,Dusun Tengah Cihaurbeuti,IDR,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
769,8/29/2022,293.18,withdrawal,Aimbo,entertainment,checking,Avellaneda,ARS,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
770,8/2/2022,6752.35,deposit,Brainbox,groceries,checking,Galutu,CNY,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
771,8/8/2022,7323.01,transfer,Mynte,transportation,savings,Laguna Salada,DOP,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
772,8/21/2022,991.83,withdrawal,Browsecat,groceries,credit card,Alicia,PHP,vestibulum ante ipsum primis in faucibus orci luctus et ultrices
773,8/16/2022,3229.29,transfer,Jazzy,groceries,credit card,Nangka,PHP,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
774,8/13/2022,1008.82,withdrawal,Kimia,groceries,checking,Jingchuan,CNY,ornare consequat lectus in est risus auctor sed tristique in tempus sit
775,8/7/2022,1793.34,deposit,Eidel,transportation,savings,Balabac,PHP,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus
776,8/3/2022,456.06,withdrawal,Voonte,groceries,checking,Sunampe,PEN,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
777,8/19/2022,760.43,transfer,Tavu,utilities,checking,Huocheng,CNY,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
778,8/6/2022,1155.61,transfer,Thoughtsphere,utilities,credit card,Ningzhong,CNY,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
779,8/21/2022,5848.73,withdrawal,Skinix,transportation,checking,Sanqishi,CNY,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum
780,8/25/2022,1880.87,transfer,DabZ,transportation,credit card,Aoufous,MAD,eu massa donec dapibus duis at velit eu est congue elementum in hac
781,8/14/2022,3487.61,deposit,Kazu,transportation,checking,Blizne,PLN,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue
782,8/30/2022,3363.66,deposit,Demizz,utilities,checking,Shixi,CNY,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut
783,8/22/2022,7117.53,transfer,Brainverse,transportation,checking,Perechyn,UAH,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
784,8/1/2022,5283.04,deposit,Avavee,groceries,savings,Powidz,PLN,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
785,8/12/2022,6821.94,withdrawal,Quatz,groceries,savings,Końskowola,PLN,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
786,8/15/2022,5839.48,transfer,Feednation,groceries,credit card,Marsada,PHP,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
787,8/2/2022,6323.12,transfer,Voonte,entertainment,checking,Xinshidu,CNY,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
788,8/5/2022,3291.75,withdrawal,Innojam,groceries,checking,Zipaquirá,COP,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
789,8/18/2022,226.33,deposit,Dynava,utilities,checking,Tqibuli,GEL,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
790,8/4/2022,3457.15,transfer,Zoombeat,utilities,savings,Anjozorobe,MGA,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
791,8/7/2022,4888.36,deposit,Fadeo,utilities,savings,Mandaluyong City,PHP,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
792,8/28/2022,880.09,deposit,Skyndu,groceries,credit card,Paris 02,EUR,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
793,8/29/2022,9236.51,withdrawal,Zoovu,utilities,savings,Dayuan,CNY,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
794,8/18/2022,9882.96,transfer,Tagchat,entertainment,credit card,Pār Naogaon,BDT,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
795,8/19/2022,6088.31,deposit,Flipopia,entertainment,credit card,Nevyts’ke,UAH,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
796,8/13/2022,5328.97,withdrawal,Podcat,transportation,credit card,Bogorodsk,RUB,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
797,8/6/2022,3288.54,transfer,Zava,transportation,credit card,Las Palmas,MXN,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
798,8/9/2022,8032.81,deposit,Izio,transportation,credit card,Tokorozawa,JPY,turpis enim blandit mi in porttitor pede justo eu massa
799,8/19/2022,9013.73,transfer,Kwideo,utilities,savings,Mulong,CNY,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
800,8/28/2022,6129.17,withdrawal,Yamia,utilities,checking,Budapest,HUF,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
801,8/2/2022,6599.95,deposit,Zoomlounge,utilities,checking,Batan,PHP,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
802,8/13/2022,4832.14,deposit,Yacero,entertainment,savings,Barili,PHP,eget orci vehicula condimentum curabitur in libero ut massa volutpat
803,8/28/2022,9519.74,transfer,Blogpad,transportation,credit card,Pohrebyshche,UAH,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
804,8/22/2022,2474.48,withdrawal,Skidoo,groceries,savings,Maayong Tubig,PHP,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
805,8/16/2022,286.62,transfer,Tagopia,transportation,savings,Montes,EUR,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
806,8/14/2022,3788.41,transfer,Skivee,entertainment,savings,Wutun,CNY,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
807,8/25/2022,1313.88,deposit,Quatz,entertainment,credit card,Jianguang,CNY,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
808,8/17/2022,935.15,deposit,Fanoodle,groceries,checking,Pekijing,IDR,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
809,8/18/2022,5125.84,transfer,Dabshots,transportation,savings,Liangdong,CNY,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
810,8/9/2022,5216.73,withdrawal,Brainlounge,entertainment,checking,Kristianstad,SEK,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
811,8/15/2022,9716.6,deposit,Camido,entertainment,checking,Rychtal,PLN,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
812,8/9/2022,3239.25,withdrawal,Livetube,entertainment,checking,Cabo de Vila,EUR,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
813,8/27/2022,8543.05,deposit,Avavee,groceries,checking,Al Maḩwīt,YER,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
814,8/26/2022,7613.0,deposit,Eidel,groceries,credit card,San Juan,ARS,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
815,8/29/2022,754.15,deposit,Ntag,entertainment,credit card,Walakeri,IDR,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa
816,8/23/2022,2487.26,transfer,Thoughtstorm,groceries,credit card,Raşad,YER,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
817,8/7/2022,8216.33,transfer,Twitterlist,groceries,savings,Nogent-sur-Marne,EUR,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
818,8/25/2022,501.21,withdrawal,Bluezoom,groceries,checking,Jiangkou,CNY,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
819,8/19/2022,1031.19,transfer,Yabox,groceries,credit card,Masoli,PHP,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
820,8/6/2022,7780.6,transfer,DabZ,utilities,checking,Mandalt,CNY,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
821,8/15/2022,1997.82,transfer,Voolith,utilities,checking,Cihaur,IDR,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
822,8/11/2022,7343.37,transfer,Plambee,entertainment,savings,Chauk,MMK,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
823,8/5/2022,3781.51,deposit,Realblab,entertainment,checking,Tuanchengshan,CNY,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at
824,8/6/2022,7031.81,transfer,Quatz,entertainment,credit card,Goya,ARS,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
825,8/19/2022,2374.76,deposit,DabZ,groceries,credit card,Longxian,CNY,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
826,8/27/2022,6936.28,withdrawal,Topicshots,entertainment,checking,Hongtang,CNY,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
827,8/7/2022,4437.52,withdrawal,Divanoodle,groceries,savings,Kalibunder,IDR,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
